medcode	read.code	read.term	preterm	postterm	third_trimester	antenatal	postdel_antenatal	lmp	edc	edd	delivery	postnatal_8wk	stillbirth	multiple	ectopic	miscarriage	top	top_probable	molar	blighted_ovum	loss_unspecified	postnatal_other	latepreg	preg_related	gest_lower	gest_upper	gest_mid	gest_range	dayspostnatal	dayspostnatal_min	mother	infant
104697	G520000	Acute aseptic myocarditis of the newborn	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104716	Z255E11	Pushing well in labour	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104746	L302z00	Obstructed labour caused by pelvic soft tissues NOS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104747	L040x00	Unspecified spontaneous abortion with complication NOS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104764	L236200	Hydrocephalic disproportion with antenatal problem	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104765	Q102.00	Fetal malnutrition, no mention light or small for gest age	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104766	L30z200	Obstructed labour NOS with antenatal problem	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104806	L463100	Other breast disorder in pregnancy/puerperium/lact - deliv	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104807	L361000	Other immediate postpartum haemorrhage unspecified	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104825	Q453.00	Other newborn transient coagulation defect	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104829	L260000	Fetal-maternal haemorrhage unspecified	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104845	Q410700	Fetal exsanguination	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104872	L143100	Premature labour with premature delivery	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	168	258	213	90	NA	NA	1	1
104873	L143.00	Premature labour and delivery	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	168	258	213	90	NA	NA	1	1
104948	Z263D00	Intact membranes bulging through cervix	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104979	L354z00	Obstetric high vaginal laceration NOS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
104989	Q018.00	Fetus or neonate affected by maternal postnatal depression	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	1	0
105006	Q48G.00	Complication termination pregnancy affecting fetus newborn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105032	L143000	Premature labour without delivery	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	168	258	213	90	NA	NA	1	0
105033	Z262111	Observation of size of placenta	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105039	44qW000	Newborn blood spot screening	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105047	L2A2.00	Abnormal cytological finding on antenatal screen of mother	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105048	7E0By00	Introduction of abortifacient into uterine cavity OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105058	Qyu3300	[X]Other neonatal aspiration syndromes	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105086	9b9X.00	Neonatology	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105097	L250300	Maternal care for suspected CNS malformation in fetus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105139	Qyu3700	[X]Other and unspecified atelectasis of newborn	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105146	7F2Ay11	Other specified obstetric doppler ultrasound	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105187	L33y000	Other umbilical cord complications unspecified	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105261	Q007500	Fetus/neonate affected-placental/breast transfer immune sera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
105276	7F14000	Breech extraction delivery with version	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105343	Z256400	Rapid expulsion of placenta	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105349	Z236400	Gravid uterus deviated to left	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105387	L26z.00	Feto-placental problems NOS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105419	7F17000	High vacuum delivery	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105425	L361100	Other immediate postpartum haemorrhage - deliv with p/n prob	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105470	L040500	Unspecified spontaneous abortion with shock	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105491	9Ea1.00	To prevent grave permnt inj physic/mental health preg woman	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105500	L41yz00	Other venous complication of pregnancy and puerperium NOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
105511	L21z.00	Multiple pregnancy NOS	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105544	Q413y00	Other specified umbilical haemorrhage after birth	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105592	4445100	Placental function test abnormal	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105603	L052500	Complete legal abortion with shock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105625	Q027.00	Fetus or neonate affected by chorioamnionitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
105654	L10y100	Other haemorrhage in early pregnancy - delivered	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105694	ZVu2300	[X]Supervision of other normal pregnancy	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105735	Q007B00	Fetus/neonate affected-plac./breast transfer endocrine agent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
105777	L241411	Uterine fibroid complicating p/n care - baby delivered prev	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105796	Z23B.00	Observation of measures of uterine contractions	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105805	Lyu6.00	[X]Complications predominantly related to the puerperium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105812	Q457100	Maternal transfer neutropenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
105817	9381.00	Obstetric coop card issued	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105865	67AJ.00	Provision of information about antenatal screening	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105885	Qyu4300	[X]Other congenital malaria	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105918	L09y400	Urinary tract infection following abortive pregnancy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105921	L072y00	Unspecified complete abortion + no mention of complication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105933	L127400	Pre-eclampsia or eclampsia with hypertension + p/n comp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105943	L165300	Asymptomatic bacteriuria in pregnancy - not delivered	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
105992	27D..00	Height of uterine fundus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106001	L399.00	Destructive operation for delivery	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106012	Q48F.11	Perinatal hypoxic - ischaemic encephalopathy	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106036	7F08100	Percutaneous serial amnio drainage	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106056	B911100	Epithelioid trophoblastic tumour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106065	Lyu3500	[X]Maternal care for other abnormalities of pelvic organs	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106067	L246000	Other cervical abnormality affecting obstetric care	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106079	Qyu4400	[X]Other specified congenital infectious+parasitic diseases	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106080	Q40V.00	Congenital infectious and parasitic disease, unspecified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106097	L09y.00	Other specified complication following abortive pregnancy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106113	Lyu5800	[X]Multiple delivery, unspecified	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	1
106135	Z244200	Long duration of labour	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106136	Q410200	Fetal placental blood loss	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106154	7F2Ay00	Other specified obstetric Doppler studies	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106155	9517.00	FP24 paid by FPC - overpaid	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106163	L38yz00	Other complications of obstetric anaesthesia NOS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106170	L21zz00	Multiple pregnancy NOS	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106175	7F00y00	Other specified therapeutic fetoscopic operation	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106201	Qyu5400	[X]Other specified fetal and neonatal haemorrhages	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
106267	L03y300	Combined or heterotopic pregnancy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106268	8IEc.00	Pertussis vaccination in pregnancy declined	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106286	L356100	Obstetric damage to pelvic joints and ligaments - delivered	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106344	Q315100	Perinatal partial atelectasis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106378	9mK..00	Pertussis vaccination in pregnancy invitation	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106425	62NL.00	Antenatal 31 week examination	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	217	217	0	NA	NA	1	0
106454	L370200	Retained placenta with no haemorrhage with postnatal problem	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106481	L113100	Antepartum haemorrhage with coagulation defect - delivered	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106491	L050100	Unspecified legal abortion + delayed/excessive haemorrhage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106492	L390100	Maternal distress - delivered	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106500	Q44A.00	Neonatal hypoparathyroidism	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106508	7F03600	Percutaneous laser ablation of lesion of fetus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106517	L176100	Other maternal viral disease in pregnancy - baby delivered	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106524	L071100	Unspecified incomplete abortion + delayed/excess haemorrhage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106537	L411613	Vulval varices in the puerperium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106539	Q431200	Perinatal jaundice from infection	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106588	62NJ.00	Antenatal 22 week examination	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	154	154	0	NA	NA	1	0
106617	635C.00	Preterm infant status	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	168	258	213	90	NA	NA	1	1
106618	9kv..00	Pertussis vaccinatn progrme pregnant women enhan srvce admin	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106624	7F07y00	OS therapeutic endoscopic operations twin-twin transfusion	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106712	Qyu2500	[X]Other specified birth injuries	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106735	9mK0.00	Pertussis vaccination in pregnancy invitation first letter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106736	9mK1.00	Pertussis vaccination in pregnancy invitation second letter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106737	9mK2.00	Pertussis vaccination in pregnancy invitation third letter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	294	245	98	NA	NA	1	0
106761	L18z200	Medical condition NOS in puerperium - baby delivered	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106808	L34z200	Vulval/perineal trauma during delivery NOS with p/n problem	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106817	4H4Z.00	Amniotic fluid chemistry NOS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106840	9OqC.00	Newborn blood spot screening status	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106854	Q451100	Trans neonatal thrombocyto due to idopath matern thrombocyto	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106918	Q44X.00	Trans disorder carbohydrate metab of fet and newborn unsp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
106921	7F25200	Cardiotocography	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106923	62NK.00	Antenatal 25 week examination	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	175	175	0	NA	NA	1	0
106957	9Nif.00	Did not attend pertussis vaccination in pregnancy	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
106959	Qyu0200	[X]Fetus and newborn affected by other maternal conditions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
107001	L045100	Complete inevitable abor comp by delayed or excessive haem	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107037	Lyu4C00	[X]Other specified obstetric trauma	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107075	L043z11	Unspecified inevitable miscarriage without complication	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107078	635C.11	Preterm	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	168	258	213	90	NA	NA	1	1
107120	6387.00	Birth length=90th-96th centile	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107124	L335000	Vasa praevia unspecified	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107136	Q031.11	Fetus affected by malpresentation during delivery	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107142	L267400	Malformation of placenta	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107153	Q007x00	Fetus/neonate affected - placental/breast transfer toxic NEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
107159	L08x.00	Failed attempted abortion with complication NOS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107171	L042100	Complete spontaneous abortion +delayed/excessive haemorrhage	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107173	L465100	Suppressed lactation - delivered	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107186	L266200	Large-for-dates with antenatal problem	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107196	B911.00	Neoplasm of uncertain behaviour of placenta	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107197	L170z00	Maternal syphilis in pregnancy/childbirth/puerperium NOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
107198	L292000	Unspecified maternal pyrexia during labour, unspecified	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107211	Lyu6900	[X]Other and unspecified disorders of lactation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	1	0
107225	L165z00	Asymptomatic bacteriuria in pregnancy NOS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107266	L181200	Thyroid dysfunction in puerperium - baby delivered	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107369	8IEw.00	Postnatal examination declined	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107405	62c0.00	Crown rump length	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107424	7F11400	Sweeping of membrane	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107485	Q014000	Fetus or neonate affected by unspecified ectopic pregnancy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107506	62H2.00	A/N Rh screen offered	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107512	Q102.11	Fetal malnutrition without mention of 'light for dates'	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107531	63H..00	Time of delivery	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107557	63D7.00	Complete placenta at delivery	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107604	L045211	Complete inevitable miscarriage complicated by embolism	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107622	Q409z00	Congenital viral hepatitis NOS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107627	62U7.00	Double test not wanted	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107696	Q416z00	Perinatal cutaneous haemorrhage NOS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107698	Z236300	Pregnant uterus displaced laterally	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107708	L415100	Other phlebitis/thrombosis in pregnancy/puerperium - deliv	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107713	L21y200	Other multiple pregnancy with antenatal problem	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107735	P76y100	Four vessels in umbilical cord	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107783	7F25211	Cardiotochogram	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107794	4H7Z.00	Amniotic fetal cell study NOS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107815	ZV34.00	[V]Other multiple birth, mates live born	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	1
107870	9mL..00	Postnatal examination invitation	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
107892	67Iu.00	Advice on risk harm to fetus from maternl medictn dur preg	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	1	0
